Animal ID,context_memory_day1_freezing,Genotype,Sex,Lifestyle,Diet,Weight,Age_Months,day0_sound1_freezing,day0_sound2_freezing,day0_sound3_freezing,learning_slope_sound1_to_3,learning_intercept,learning_r,learning_p,learning_mean_sound1_to_3,learning_auc_sound1_to_3,learning_delta_sound3_minus_sound1,day2_acclimation_freezing,day2_cstone_freezing,day2_exploration_freezing,cue_memory_delta_cstone_minus_acclimation,cue_memory_delta_cstone_minus_exploration,baseline_day0_sound1_freezing,baseline_day2_acclimation_freezing,PHENO_learning,PHENO_context_memory,PHENO_cue_memory,PHENO_cue_memory_vs_exploration
221101_20,51.88,APOE44HN,female,Exercise,Control,28.0,18.1,0.0,5.67,11.78,5.89,-5.963333333333333,0.9997675593508671,0.013726492378708764,5.816666666666666,11.559999999999999,11.78,2.24,14.51,2.24,12.27,12.27,0.0,2.24,5.89,51.88,12.27,12.27
221101_21,95.22,APOE44HN,female,Exercise,Control,,18.1,7.22,26.22,54.33,23.555,-17.853333333333335,0.9938252095218721,0.07078316213725676,29.256666666666664,56.995,47.11,9.72,21.09,0.75,11.37,20.34,7.22,9.72,23.555,95.22,11.37,20.34
221101_22,73.07,APOE44HN,female,Exercise,Control,16.0,18.1,7.11,6.0,46.67,19.78,-19.633333333333336,0.8537986409769994,0.3485859314642668,19.926666666666666,32.89,39.56,12.28,24.44,6.91,12.160000000000002,17.53,7.11,12.28,19.78,73.07,12.160000000000002,17.53
221101_23,99.9,APOE44HN,female,Exercise,Control,27.0,18.1,13.78,18.44,38.0,12.11,-0.8133333333333326,0.9423256164716561,0.21726828430480064,23.406666666666666,44.33,24.22,12.19,34.32,8.06,22.130000000000003,26.259999999999998,13.78,12.19,12.11,99.9,22.130000000000003,26.259999999999998
221101_24,86.66,APOE44HN,female,Exercise,Control,23.0,18.1,0.0,2.44,11.78,5.89,-7.04,0.9472979919217995,0.20760353915922025,4.739999999999999,8.33,11.78,0.0,11.23,3.19,11.23,8.040000000000001,0.0,0.0,5.89,86.66,11.23,8.040000000000001
221101_3,98.71,APOE44HN,male,Sedentary,HFD,42.0,24.8333333333333,17.0,19.0,58.44,20.72,-9.959999999999997,0.8866276216577523,0.30608347463248264,31.48,56.72,41.44,20.22,22.93,7.5,2.710000000000001,15.43,17.0,20.22,20.72,98.71,2.710000000000001,15.43
221101_4,87.08,APOE44HN,female,Sedentary,HFD,38.0,24.8333333333333,0.0,0.0,27.22,13.61,-18.14666666666667,0.8660254037844386,0.3333333333333334,9.073333333333332,13.61,27.22,3.94,7.53,0.45,3.5900000000000003,7.08,0.0,3.94,13.61,87.08,3.5900000000000003,7.08
221101_5,91.5,APOE44HN,male,Sedentary,Control,,16.8,4.56,1.33,16.33,5.885,-4.363333333333333,0.7454287674580737,0.4644895551901159,7.406666666666666,11.774999999999999,11.77,2.69,14.74,2.91,12.05,11.83,4.56,2.69,5.885,91.5,12.05,11.83
221101_6,94.13,APOE44HN,male,Sedentary,Control,,16.8,1.11,3.78,2.56,0.725,1.033333333333333,0.5424007612407187,0.6350308989793613,2.483333333333333,5.615,1.45,0.2,13.3,0.52,13.100000000000001,12.780000000000001,1.11,0.2,0.725,94.13,13.100000000000001,12.780000000000001
221101_7,97.11,APOE44,female,Exercise,Control,,19.4,3.89,29.0,37.22,16.665,-9.959999999999997,0.9597659382785774,0.18120035339395824,23.37,49.555,33.33,4.44,18.49,2.93,14.049999999999997,15.559999999999999,3.89,4.44,16.665,97.11,14.049999999999997,15.559999999999999
221101_8,82.03,APOE44,female,Exercise,Control,,19.4,0.0,10.44,45.67,22.835,-26.96666666666667,0.9542379273584765,0.19333844502708555,18.703333333333333,33.275,45.67,20.96,38.32,6.94,17.36,31.38,0.0,20.96,22.835,82.03,17.36,31.38
221101_9,98.24,APOE44,female,Exercise,Control,,19.4,3.78,26.11,62.11,29.165,-27.66333333333333,0.9909699924233608,0.08561828560611245,30.666666666666668,59.055,58.33,8.65,40.87,8.46,32.22,32.41,3.78,8.65,29.165,98.24,32.22,32.41
230213_1,94.74,APOE22,male,Sedentary,Control,31.0,19.6333333333333,4.89,39.11,80.78,37.945,-34.29666666666667,0.9983976868420493,0.03604348925664834,41.593333333333334,81.945,75.89,19.59,34.42,6.99,14.830000000000002,27.43,4.89,19.59,37.945,94.74,14.830000000000002,27.43
230213_10,93.02,APOE33HN,male,Sedentary,Control,29.0,7.63333333333333,0.0,0.0,12.89,6.445,-8.593333333333334,0.8660254037844387,0.33333333333333326,4.296666666666667,6.445,12.89,3.02,36.14,6.96,33.12,29.18,0.0,3.02,6.445,93.02,33.12,29.18
230213_11,81.99,KO,female,Sedentary,Control,26.0,15.1333333333333,11.22,80.56,96.22,42.5,-22.333333333333336,0.9394981826867616,0.22258385772053152,62.666666666666664,134.28,85.0,34.96,40.91,5.77,5.949999999999996,35.14,11.22,34.96,42.5,81.99,5.949999999999996,35.14
230213_12,74.11,KO,female,Sedentary,Control,23.0,15.1333333333333,14.89,0.0,49.56,17.335,-13.186666666666667,0.6816922991045853,0.5224885864437863,21.483333333333334,32.225,34.67,31.67,24.61,5.17,-7.060000000000002,19.439999999999998,14.89,31.67,17.335,74.11,-7.060000000000002,19.439999999999998
230213_13,93.48,KO,female,Sedentary,Control,23.0,15.1333333333333,0.0,71.89,88.11,44.055,-34.776666666666664,0.9394467748178515,0.2226793770968774,53.333333333333336,115.945,88.11,10.11,39.31,8.33,29.200000000000003,30.980000000000004,0.0,10.11,44.055,93.48,29.200000000000003,30.980000000000004
230213_14,88.8,KO,female,Sedentary,Control,25.0,14.8,0.0,2.67,76.89,38.445,-50.370000000000005,0.880914982056817,0.313856279107449,26.52,41.115,76.89,10.78,48.28,6.86,37.5,41.42,0.0,10.78,38.445,88.8,37.5,41.42
230213_15,99.17,KO,male,Sedentary,Control,32.0,14.5666666666667,6.33,45.78,87.78,40.725,-34.82000000000001,0.999836679564501,0.011505918577921902,46.629999999999995,92.83500000000001,81.45,19.81,45.18,8.58,25.37,36.6,6.33,19.81,40.725,99.17,25.37,36.6
230213_16,96.3,KO,male,Sedentary,Control,31.0,16.3,0.0,18.78,85.0,42.5,-50.406666666666666,0.9518062567776024,0.19844961423888224,34.593333333333334,61.28,85.0,28.52,43.88,7.87,15.360000000000003,36.010000000000005,0.0,28.52,42.5,96.3,15.360000000000003,36.010000000000005
230213_17,99.56,KO,male,Sedentary,Control,30.0,16.3,2.0,13.0,85.11,41.555,-49.74,0.9204898229531292,0.2555800436979539,33.37,56.555,83.11,5.41,32.51,2.33,27.099999999999998,30.18,2.0,5.41,41.555,99.56,27.099999999999998,30.18
230213_18,98.86,KO,male,Sedentary,Control,32.0,16.3,5.22,58.67,89.56,42.17,-33.190000000000005,0.9882841195228722,0.09754556140589507,51.15,106.06,84.34,12.33,53.24,6.86,40.910000000000004,46.38,5.22,12.33,42.17,98.86,40.910000000000004,46.38
230213_19,98.58,KO,female,Sedentary,Control,29.0,14.5666666666667,1.11,82.44,87.44,43.165,-29.33333333333333,0.8906648373904853,0.30047878573249176,56.99666666666667,126.715,86.33,12.91,26.65,8.17,13.739999999999998,18.479999999999997,1.11,12.91,43.165,98.58,13.739999999999998,18.479999999999997
230213_2,77.11,APOE22,male,Sedentary,Control,27.0,19.6333333333333,0.0,0.0,25.44,12.72,-16.96,0.8660254037844387,0.33333333333333326,8.48,12.72,25.44,4.44,22.89,3.33,18.45,19.560000000000002,0.0,4.44,12.72,77.11,18.45,19.560000000000002
230213_20,95.72,KO,female,Sedentary,Control,28.0,14.5666666666667,0.0,46.89,64.78,32.39,-27.556666666666665,0.9681841827775086,0.16101817165239604,37.223333333333336,79.28,64.78,13.09,26.91,4.4,13.82,22.509999999999998,0.0,13.09,32.39,95.72,13.82,22.509999999999998
230213_3,92.7,APOE22,male,Sedentary,Control,,19.6333333333333,1.22,11.44,70.22,34.5,-41.373333333333335,0.9264437320520963,0.24569917536736144,27.626666666666665,47.16,69.0,3.24,26.06,1.07,22.82,24.99,1.22,3.24,34.5,92.7,22.82,24.99
230213_4,86.79,APOE22,male,Sedentary,Control,32.0,19.6333333333333,0.0,3.56,53.44,26.72,-34.44,0.8942740914519651,0.2953851017932931,19.0,30.28,53.44,1.39,32.56,0.53,31.17,32.03,0.0,1.39,26.72,86.79,31.17,32.03
230213_5,86.53,APOE22,male,Sedentary,Control,29.0,19.6333333333333,0.0,38.22,63.44,31.72,-29.553333333333335,0.9930740566019663,0.07496966443146875,33.88666666666666,69.94,63.44,19.41,35.16,1.63,15.749999999999996,33.529999999999994,0.0,19.41,31.72,86.53,15.749999999999996,33.529999999999994
230213_6,90.2,APOE44,male,Sedentary,Control,28.0,19.5333333333333,0.0,5.11,13.78,6.89,-7.4833333333333325,0.9890585038567536,0.09426061289729797,6.296666666666667,12.0,13.78,5.69,12.49,1.04,6.8,11.45,0.0,5.69,6.89,90.2,6.8,11.45
230213_7,85.04,APOE44,male,Sedentary,Control,30.0,19.5666666666667,5.22,19.0,66.11,30.445,-30.78,0.9535167048562861,0.19486793533211985,30.11,54.665,60.89,6.24,14.8,3.16,8.56,11.64,5.22,6.24,30.445,85.04,8.56,11.64
230213_8,93.33,APOE44,male,Sedentary,Control,27.0,19.5666666666667,0.0,4.33,25.0,12.499999999999998,-15.223333333333331,0.9356024466431128,0.22971451852483948,9.776666666666666,16.83,25.0,18.69,15.81,2.73,-2.880000000000001,13.08,0.0,18.69,12.499999999999998,93.33,-2.880000000000001,13.08
230213_9,81.0,APOE33HN,male,Sedentary,Control,35.0,7.63333333333333,2.67,38.0,47.56,22.445,-15.48,0.9492212356514804,0.20374702760770572,29.41,63.115,44.89,2.61,14.36,0.67,11.75,13.69,2.67,2.61,22.445,81.0,11.75,13.69
230313_1,99.88,APOE22,male,Exercise,Control,30.0,17.6666666666667,0.0,32.33,59.44,29.72,-28.849999999999998,0.998717091189281,0.03225072303676152,30.59,62.05,59.44,6.11,20.68,4.22,14.57,16.46,0.0,6.11,29.72,99.88,14.57,16.46
230313_10,85.01,KO,female,Sedentary,Control,25.0,18.2333333333333,0.0,13.0,82.78,41.39,-50.85333333333334,0.9297494669468355,0.24004672113880554,31.926666666666666,54.39,82.78,3.2,24.96,7.52,21.76,17.44,0.0,3.2,41.39,85.01,21.76,17.44
230313_11,99.93,KO,female,Sedentary,Control,27.0,18.2333333333333,0.0,36.0,99.11,49.55499999999999,-54.073333333333316,0.9877583305586207,0.09971476805153892,45.03666666666667,85.555,99.11,21.65,15.39,2.61,-6.259999999999998,12.780000000000001,0.0,21.65,49.55499999999999,99.93,-6.259999999999998,12.780000000000001
230313_12,85.39,KO,female,Sedentary,Control,24.0,18.2333333333333,0.0,12.56,80.0,40.0,-49.14666666666666,0.9297337499189277,0.2400738950321074,30.853333333333335,52.56,80.0,25.74,14.77,3.78,-10.969999999999999,10.99,0.0,25.74,40.0,85.39,-10.969999999999999,10.99
230313_13,100.0,KO,male,Sedentary,Control,32.0,19.0,2.67,36.78,95.11,46.22,-47.586666666666666,0.9887513388770387,0.09557701929292356,44.85333333333333,85.66999999999999,92.44,3.09,13.54,2.46,10.45,11.079999999999998,2.67,3.09,46.22,100.0,10.45,11.079999999999998
230313_14,97.84,KO,male,Sedentary,Control,32.0,19.0,27.78,14.33,30.11,1.1649999999999991,21.743333333333336,0.13676890309977932,0.9126564506148959,24.073333333333334,43.275,2.3299999999999983,39.96,65.08,15.06,25.119999999999997,50.019999999999996,27.78,39.96,1.1649999999999991,97.84,25.119999999999997,50.019999999999996
230313_15,100.0,KO,male,Sedentary,Control,33.0,19.0,6.33,82.78,71.67,32.67,-11.74666666666667,0.790917126251734,0.419207765048381,53.593333333333334,121.78,65.34,38.59,46.92,5.52,8.329999999999998,41.400000000000006,6.33,38.59,32.67,100.0,8.329999999999998,41.400000000000006
230313_16,85.03,APOE22,female,Sedentary,HFD,45.0,18.9,1.11,4.89,60.56,29.725,-37.263333333333335,0.8930185542388557,0.29716619172829123,22.186666666666667,35.725,59.45,8.46,18.45,2.84,9.989999999999998,15.61,1.11,8.46,29.725,85.03,9.989999999999998,15.61
230313_17,92.21,APOE22,female,Sedentary,HFD,32.0,18.9,0.0,50.56,32.44,16.22,-4.77333333333333,0.633204043377578,0.5634787929140176,27.666666666666668,66.78,32.44,4.35,25.3,5.73,20.950000000000003,19.57,0.0,4.35,16.22,92.21,20.950000000000003,19.57
230313_18,82.28,APOE22,female,Sedentary,HFD,27.0,18.9,0.0,14.11,62.33,31.164999999999996,-36.849999999999994,0.9535375838479828,0.19482382094577494,25.48,45.275,62.33,8.91,20.15,2.24,11.239999999999998,17.909999999999997,0.0,8.91,31.164999999999996,82.28,11.239999999999998,17.909999999999997
230313_2,85.48,APOE22,male,Exercise,Control,31.0,17.6666666666667,1.11,5.78,19.78,9.335,-9.780000000000001,0.9608084997317555,0.17882150911490938,8.89,16.225,18.67,0.0,8.43,1.11,8.43,7.319999999999999,1.11,0.0,9.335,85.48,8.43,7.319999999999999
230313_3,92.12,APOE22,male,Exercise,Control,29.0,17.6666666666667,0.0,11.11,41.89,20.945,-24.223333333333333,0.9651608131248518,0.1685381140404708,17.666666666666668,32.055,41.89,0.5,15.79,1.27,15.29,14.52,0.0,0.5,20.945,92.12,15.29,14.52
230313_4,83.76,APOE22,female,Exercise,Control,19.0,17.6666666666667,0.0,25.44,71.67,35.835,-39.300000000000004,0.9862639373074003,0.1056390858329045,32.37,61.275,71.67,0.63,25.3,1.1,24.67,24.2,0.0,0.63,35.835,83.76,24.67,24.2
230313_5,99.98,APOE22,female,Exercise,Control,24.0,17.6666666666667,0.0,25.0,78.11,39.055,-43.74,0.9790894022762733,0.13041815204457924,34.37,64.055,78.11,29.22,35.13,5.13,5.910000000000004,30.000000000000004,0.0,29.22,39.055,99.98,5.910000000000004,30.000000000000004
230313_6,79.38,APOE22,female,Exercise,Control,22.0,17.6666666666667,0.0,7.89,5.33,2.665,-0.9233333333333338,0.6620748514759378,0.5393521624196084,4.406666666666666,10.555,5.33,0.8,18.87,1.04,18.07,17.830000000000002,0.0,0.8,2.665,79.38,18.07,17.830000000000002
230313_7,98.94,APOE22,female,Exercise,Control,24.0,17.8666666666667,2.89,9.78,45.22,21.165,-23.03333333333333,0.9318433343667976,0.23639994701014072,19.296666666666667,33.835,42.33,4.8,33.31,2.01,28.51,31.300000000000004,2.89,4.8,21.165,98.94,28.51,31.300000000000004
230313_8,76.92,APOE22,female,Exercise,Control,24.0,17.8666666666667,0.0,0.0,63.33,31.665,-42.22,0.8660254037844388,0.3333333333333331,21.11,31.665,63.33,1.93,26.21,6.56,24.28,19.650000000000002,0.0,1.93,31.665,76.92,24.28,19.650000000000002
230313_9,98.7,APOE22,female,Exercise,Control,23.0,17.6333333333333,3.44,31.89,64.67,30.615000000000002,-27.89666666666667,0.9991675589791201,0.02597777727746182,33.333333333333336,65.945,61.230000000000004,1.67,31.06,3.87,29.39,27.189999999999998,3.44,1.67,30.615000000000002,98.7,29.39,27.189999999999998
230410_1,95.93,APOE22,male,Sedentary,HFD,36.0,19.7666666666667,0.0,0.0,57.33,28.665,-38.22,0.8660254037844387,0.33333333333333326,19.11,28.665,57.33,3.19,11.61,4.93,8.42,6.68,0.0,3.19,28.665,95.93,8.42,6.68
230410_10,98.67,APOE33HN,male,Sedentary,HFD,,22.0,9.89,52.78,73.89,32.0,-18.479999999999997,0.9812393653673153,0.12350945377017704,45.52,94.67,64.0,56.63,41.29,12.29,-15.340000000000003,29.0,9.89,56.63,32.0,98.67,-15.340000000000003,29.0
230410_11,99.82,APOE33HN,male,Sedentary,HFD,,22.0,6.11,15.78,10.89,2.39,6.146666666666667,0.49430164582298153,0.6708476598804142,10.926666666666668,24.28,4.78,27.96,30.11,9.05,2.1499999999999986,21.06,6.11,27.96,2.39,99.82,2.1499999999999986,21.06
230410_12,99.06,APOE33HN,male,Sedentary,HFD,43.0,22.0,2.89,16.11,81.0,39.055,-44.776666666666664,0.9341870159356502,0.2322533757333249,33.333333333333336,58.055,78.11,12.74,44.31,16.11,31.57,28.200000000000003,2.89,12.74,39.055,99.06,31.57,28.200000000000003
230410_13,98.08,APOE33HN,male,Sedentary,HFD,40.0,22.0,0.0,10.44,56.56,28.279999999999998,-34.22666666666666,0.9396194454287531,0.22235838728930038,22.333333333333332,38.72,56.56,7.19,25.56,8.12,18.369999999999997,17.439999999999998,0.0,7.19,28.279999999999998,98.08,18.369999999999997,17.439999999999998
230410_14,85.01,APOE33HN,female,Sedentary,HFD,,22.0,16.78,62.67,77.56,30.389999999999997,-8.443333333333328,0.9592740743440068,0.18231216706660247,52.336666666666666,109.84,60.78,18.91,3.36,1.69,-15.55,1.67,16.78,18.91,30.389999999999997,85.01,-15.55,1.67
230410_15,95.64,KO,female,Sedentary,Control,,19.3666666666667,0.0,21.78,5.11,2.555,3.8533333333333326,0.22432292157618125,0.8559659253204622,8.963333333333333,24.335,5.11,8.76,19.24,4.39,10.479999999999999,14.849999999999998,0.0,8.76,2.555,95.64,10.479999999999999,14.849999999999998
230410_16,99.72,KO,female,Sedentary,Control,,19.3666666666667,43.22,98.67,75.22,16.0,40.36999999999999,0.5748231964328757,0.6101416502851664,72.36999999999999,157.89,32.0,21.54,26.13,8.48,4.59,17.65,43.22,21.54,16.0,99.72,4.59,17.65
230410_17,96.2,KO,female,Sedentary,Control,28.0,19.3666666666667,17.56,37.67,71.67,27.055,-11.809999999999995,0.989195248108785,0.09366866575484646,42.300000000000004,82.285,54.11,26.87,40.02,9.43,13.150000000000002,30.590000000000003,17.56,26.87,27.055,96.2,13.150000000000002,30.590000000000003
230410_18,96.79,KO,female,Sedentary,Control,28.0,19.3666666666667,32.89,82.56,99.89,33.5,4.780000000000001,0.963293641797371,0.17302276528871757,71.78,148.95,67.0,47.91,29.25,11.38,-18.659999999999997,17.869999999999997,32.89,47.91,33.5,96.79,-18.659999999999997,17.869999999999997
230410_19,100.0,KO,male,Sedentary,Control,33.0,19.3666666666667,0.0,17.0,73.78,36.89,-43.519999999999996,0.9548082495789149,0.19212061512272705,30.26,53.89,73.78,21.24,29.17,3.17,7.930000000000003,26.0,0.0,21.24,36.89,100.0,7.930000000000003,26.0
230410_2,97.46,APOE33,male,Sedentary,HFD,42.0,19.4,4.33,21.89,66.33,30.999999999999996,-31.149999999999995,0.9700718656665696,0.1561435578422143,30.849999999999998,57.22,62.0,20.76,45.93,10.42,25.169999999999998,35.51,4.33,20.76,30.999999999999996,97.46,25.169999999999998,35.51
230410_20,98.68,KO,male,Sedentary,Control,33.0,19.3666666666667,0.0,39.89,88.89,44.445,-45.96333333333333,0.9982540125319977,0.037625206444676554,42.92666666666667,84.33500000000001,88.89,21.26,42.27,3.01,21.01,39.260000000000005,0.0,21.26,44.445,98.68,21.01,39.260000000000005
230410_3,99.18,APOE33,female,Sedentary,HFD,41.0,19.4,0.0,3.11,44.22,22.11,-28.443333333333335,0.8958060424429853,0.29319831311183414,15.776666666666666,25.22,44.22,0.56,13.89,3.87,13.33,10.02,0.0,0.56,22.11,99.18,13.33,10.02
230410_4,97.52,APOE33,female,Sedentary,HFD,28.0,19.4,3.0,21.33,67.44,32.22,-33.849999999999994,0.9703942894564539,0.15529597334000214,30.59,56.55,64.44,0.28,29.17,1.1,28.89,28.07,3.0,0.28,32.22,97.52,28.89,28.07
230410_5,84.03,APOE33,female,Sedentary,HFD,43.0,18.2666666666667,0.0,4.89,15.22,7.61,-8.516666666666667,0.9793647218937145,0.12955373588662009,6.703333333333333,12.5,15.22,0.93,34.89,0.51,33.96,34.38,0.0,0.93,7.61,84.03,33.96,34.38
230410_6,97.76,APOE33,female,Sedentary,HFD,30.0,18.2666666666667,2.22,36.89,85.67,41.725,-41.85666666666667,0.9952689281579581,0.06195070659091172,41.593333333333334,80.83500000000001,83.45,32.54,45.22,7.5,12.68,37.72,2.22,32.54,41.725,97.76,12.68,37.72
230410_7,98.13,APOE33,female,Sedentary,HFD,39.0,18.2666666666667,3.44,25.89,49.22,22.89,-19.596666666666668,0.9999384224505564,0.007064941176252837,26.183333333333334,52.22,45.78,8.89,29.38,2.69,20.49,26.689999999999998,3.44,8.89,22.89,98.13,20.49,26.689999999999998
230410_8,97.37,APOE22HN,male,Sedentary,HFD,34.0,21.3333333333333,13.89,47.11,66.67,26.39,-10.223333333333336,0.9890197505752537,0.09442770062127909,42.556666666666665,87.39,52.78,8.37,8.73,2.36,0.3600000000000012,6.370000000000001,13.89,8.37,26.39,97.37,0.3600000000000012,6.370000000000001
230410_9,98.28,APOE22HN,female,Sedentary,HFD,52.0,19.7,0.0,15.33,82.0,41.0,-49.556666666666665,0.9404437479762885,0.22081986555945138,32.443333333333335,56.33,82.0,26.83,20.29,3.41,-6.539999999999999,16.88,0.0,26.83,41.0,98.28,-6.539999999999999,16.88
230508_1,97.56,KO,female,Sedentary,HFD,30.0,15.4666666666667,6.44,100.0,100.0,46.78,-24.74666666666667,0.8660254037844387,0.33333333333333326,68.81333333333333,153.22,93.56,3.04,53.79,14.25,50.75,39.54,6.44,3.04,46.78,97.56,50.75,39.54
230508_10,91.3,KO,male,Sedentary,HFD,32.0,19.1666666666667,0.0,28.56,34.22,17.11,-13.293333333333333,0.9327985236126726,0.23471841411536437,20.926666666666666,45.67,34.22,5.22,13.94,2.32,8.719999999999999,11.62,0.0,5.22,17.11,91.3,8.719999999999999,11.62
230508_11,83.19,KO,female,Sedentary,HFD,27.0,19.4333333333333,2.56,17.0,90.89,44.165,-51.51333333333333,0.9321011764402022,0.23594716348168646,36.81666666666667,63.725,88.33,2.65,28.79,2.04,26.14,26.75,2.56,2.65,44.165,83.19,26.14,26.75
230508_12,74.48,KO,female,Sedentary,HFD,,19.4333333333333,1.33,17.56,47.0,22.835,-23.706666666666667,0.9863408823802093,0.10534211308627982,21.963333333333335,41.725,45.67,6.41,27.77,7.16,21.36,20.61,1.33,6.41,22.835,74.48,21.36,20.61
230508_13,98.33,KO,female,Sedentary,HFD,34.0,19.4333333333333,6.0,89.22,94.56,44.28,-25.300000000000004,0.8916553561680813,0.2990888788697008,63.26,139.5,88.56,8.59,43.53,5.71,34.94,37.82,6.0,8.59,44.28,98.33,34.94,37.82
230508_14,93.33,KO,female,Sedentary,HFD,29.0,19.4333333333333,0.0,49.56,77.56,38.78,-35.18666666666667,0.9873649077784437,0.10130775025214689,42.373333333333335,88.34,77.56,12.63,16.9,3.84,4.269999999999998,13.059999999999999,0.0,12.63,38.78,93.33,4.269999999999998,13.059999999999999
230508_15,93.96,KO,female,Sedentary,HFD,27.0,19.0333333333333,0.0,9.56,82.56,41.28,-51.85333333333334,0.914083498565117,0.2658232758458925,30.706666666666667,50.84,82.56,0.31,1.88,1.18,1.5699999999999998,0.7,0.0,0.31,41.28,93.96,1.5699999999999998,0.7
230508_16,96.14,KO,male,Sedentary,HFD,30.0,19.0333333333333,0.0,1.22,44.89,22.445,-29.520000000000003,0.8777059271687259,0.318146033249713,15.37,23.665,44.89,0.0,4.28,0.69,4.28,3.5900000000000003,0.0,0.0,22.445,96.14,4.28,3.5900000000000003
230508_17,94.18,APOE44HN,male,Sedentary,Control,31.0,19.0666666666667,25.0,46.11,81.33,28.164999999999996,-5.516666666666659,0.9897038385984194,0.09143366487458536,50.81333333333333,99.275,56.33,41.19,26.81,4.22,-14.379999999999999,22.59,25.0,41.19,28.164999999999996,94.18,-14.379999999999999,22.59
230508_18,98.13,APOE44HN,male,Sedentary,Control,28.0,19.0666666666667,1.44,32.89,60.44,29.499999999999996,-27.409999999999993,0.9992725555220168,0.024284064468924574,31.59,63.83,59.0,54.83,37.56,9.06,-17.269999999999996,28.5,1.44,54.83,29.499999999999996,98.13,-17.269999999999996,28.5
230508_19,99.32,APOE44HN,male,Sedentary,Control,30.0,18.2333333333333,2.89,14.89,52.78,24.945,-26.37,0.9579287541295335,0.1853200030073966,23.52,42.725,49.89,11.24,18.15,6.46,6.909999999999998,11.689999999999998,2.89,11.24,24.945,99.32,6.909999999999998,11.689999999999998
230508_2,96.53,KO,female,Sedentary,HFD,30.0,15.4666666666667,1.22,7.0,70.67,34.725,-43.153333333333336,0.901083210271773,0.2855464699251662,26.296666666666667,42.945,69.45,1.7,15.33,1.91,13.63,13.42,1.22,1.7,34.725,96.53,13.63,13.42
230508_3,99.99,KO,female,Sedentary,HFD,28.0,15.4666666666667,13.78,79.67,100.0,43.11,-21.736666666666665,0.956478347290102,0.18851053765761006,64.48333333333333,136.56,86.22,13.28,52.53,4.7,39.25,47.83,13.78,13.28,43.11,99.99,39.25,47.83
230508_4,95.96,KO,female,Sedentary,HFD,26.0,15.6,0.0,70.89,94.56,47.28,-39.410000000000004,0.9608626654920744,0.17869707525660644,55.15,118.16999999999999,94.56,4.52,47.92,8.81,43.400000000000006,39.11,0.0,4.52,47.28,95.96,43.400000000000006,39.11
230508_5,96.78,KO,female,Sedentary,HFD,32.0,15.6,6.44,24.22,91.56,42.56,-44.38,0.947877980789587,0.20644785955711764,40.74,73.22,85.12,0.7,15.67,1.09,14.97,14.58,6.44,0.7,42.56,96.78,14.97,14.58
230508_6,98.82,KO,male,Sedentary,Control,32.0,19.7333333333333,0.0,25.56,52.33,26.165,-26.366666666666664,0.9999109036368793,0.0084982271202708,25.963333333333335,51.725,52.33,33.78,31.93,7.83,-1.8500000000000014,24.1,0.0,33.78,26.165,98.82,-1.8500000000000014,24.1
230508_7,90.18,KO,male,Sedentary,Control,31.0,19.7333333333333,14.22,93.33,94.78,40.28,-13.116666666666674,0.8737818968419582,0.323320669959898,67.44333333333333,147.83,80.56,2.22,52.67,6.0,50.45,46.67,14.22,2.22,40.28,90.18,50.45,46.67
230508_8,98.96,KO,male,Sedentary,HFD,39.0,19.1666666666667,1.11,28.0,74.22,36.555,-38.666666666666664,0.9885488554889122,0.09643504157475656,34.443333333333335,65.66499999999999,73.11,15.93,39.97,2.38,24.04,37.589999999999996,1.11,15.93,36.555,98.96,24.04,37.589999999999996
230508_9,97.83,KO,male,Sedentary,HFD,36.0,19.1666666666667,2.11,17.56,77.0,37.445,-42.666666666666664,0.9470228180010892,0.2081496831397098,32.223333333333336,57.115,74.89,12.2,25.31,3.3,13.11,22.009999999999998,2.11,12.2,37.445,97.83,13.11,22.009999999999998
230605_1,95.61,APOE44HN,female,Sedentary,HFD,43.0,20.2333333333333,1.22,20.78,13.56,6.17,-0.48666666666666636,0.6237960586711989,0.5711791575667118,11.853333333333333,28.17,12.34,0.43,14.4,7.21,13.97,7.19,1.22,0.43,6.17,95.61,13.97,7.19
230605_10,98.6,APOE33,male,Sedentary,HFD,46.0,14.6333333333333,88.33,100.0,99.56,5.615000000000002,84.73333333333332,0.848915644529339,0.3545119548883346,95.96333333333332,193.945,11.230000000000004,6.24,31.85,2.53,25.61,29.32,88.33,6.24,5.615000000000002,98.6,25.61,29.32
230605_11,97.59,APOE33,male,Sedentary,HFD,51.0,19.5666666666667,2.33,12.11,78.56,38.115,-45.230000000000004,0.9189334750406803,0.2581038005309118,31.0,52.555,76.23,2.31,24.84,6.93,22.53,17.91,2.33,2.31,38.115,97.59,22.53,17.91
230605_12,99.72,APOE33,male,Sedentary,HFD,40.0,19.5666666666667,8.11,55.44,91.89,41.89,-31.96666666666667,0.9972010220688683,0.047642682727380634,51.81333333333333,105.44,83.78,4.8,34.7,3.12,29.900000000000002,31.580000000000002,8.11,4.8,41.89,99.72,29.900000000000002,31.580000000000002
230605_13,96.24,APOE33,male,Sedentary,HFD,39.0,19.5666666666667,0.0,0.0,78.78,39.39,-52.519999999999996,0.8660254037844386,0.3333333333333334,26.26,39.39,78.78,2.39,21.07,1.97,18.68,19.1,0.0,2.39,39.39,96.24,18.68,19.1
